,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
31,Security Risk Management Expert,DataDefense Inc,"Valencia, España","['59.000', '69.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'comunicacion efectiva', 'sistemas de seguridad', 'iso 27001']","En DataDefense Inc, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Comunicación efectiva, Sistemas de seguridad, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00032,Data Security & Privacy,
32,Security Risk Management Expert,PrivacyGuard Labs,"Barcelona, España","['49.000', '84.000']",1-2 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],['Estado no completado'],"En PrivacyGuard Labs, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Trabajo en equipo, ISO 27001, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00033,Data Security & Privacy,
33,Chief Information Security Officer,CyberSecure Tech,"Valencia, España","['58.000', '100.000']",1-2 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['auditoria de datos', 'analisis critico', 'iso 27001', 'trabajo en equipo']","En CyberSecure Tech, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, ISO 27001, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00034,Data Security & Privacy,
34,Information Security Consultant,SecureFlow Corp,"Bilbao, España","['57.000', '72.000']",1-2 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'gdpr', 'trabajo en equipo', 'analisis critico']","En SecureFlow Corp, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Conocimiento de GDPR, Trabajo en equipo, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00035,Data Security & Privacy,
35,Privacy Compliance Manager,DataDefense Inc,"Sevilla, España","['53.000', '99.000']",3-5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gestion de riesgos', 'analisis critico']","En DataDefense Inc, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, ISO 27001, Gestión de riesgos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00036,Data Security & Privacy,
36,Security Auditor,DataDefense Inc,"Barcelona, España","['34.000', '87.000']",Sin experiencia,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'iso 27001', 'gdpr', 'comunicacion efectiva']","En DataDefense Inc, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, ISO 27001, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00037,Data Security & Privacy,
37,GDPR Specialist,PrivacyGuard Labs,"Barcelona, España","['37.000', '75.000']",1-2 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'sistemas de seguridad', 'gdpr', 'iso 27001']","En PrivacyGuard Labs, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Sistemas de seguridad, Conocimiento de GDPR, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00038,Data Security & Privacy,
38,Information Security Consultant,DataDefense Inc,"Sevilla, España","['43.000', '96.000']",3-5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'trabajo en equipo', 'auditoria de datos', 'gdpr']","En DataDefense Inc, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Trabajo en equipo, Auditoría de datos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00039,Data Security & Privacy,
39,Chief Information Security Officer,CyberSecure Tech,"Valencia, España","['40.000', '98.000']",Sin experiencia,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'analisis critico', 'iso27001', 'sistemas de seguridad']","En CyberSecure Tech, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, ISO 27001, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00040,Data Security & Privacy,
40,Cybersecurity & Compliance Analyst,SecureFlow Corp,"Bilbao, España","['32.000', '90.000']",1-2 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'comunicacion efectiva', 'trabajo en equipo', 'analisis critico', 'iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Comunicación efectiva, Trabajo en equipo, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00041,Data Security & Privacy,
41,Data Protection Officer,SecureFlow Corp,"Barcelona, España","['41.000', '73.000']",Sin experiencia,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'trabajo en equipo', 'gestion de riesgos', 'analisis critico', 'iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Data Protection Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Trabajo en equipo, Gestión de riesgos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00042,Data Security & Privacy,
42,GDPR Specialist,SecureFlow Corp,"Sevilla, España","['41.000', '66.000']",1-2 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['gdpr', 'comunicacion efectiva', 'auditoria de datos', 'iso 27001']","En SecureFlow Corp, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Comunicación efectiva, Auditoría de datos, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00043,Data Security & Privacy,
43,Information Security Consultant,Shield Analytics,"Barcelona, España","['38.000', '89.000']",3-5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['comunicacion efectiva', 'gestion de riesgos', 'trabajo en equipo', 'iso 27001']","En Shield Analytics, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Gestión de riesgos, Trabajo en equipo, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00044,Data Security & Privacy,
