Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Information Security Consultant,SecureFlow Corp,"Bilbao, España",57.000€ - 72.000€ brutos anuales,1-2 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Conocimiento de GDPR, Trabajo en equipo, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00035,Data Security & Privacy,
Privacy Compliance Manager,DataDefense Inc,"Sevilla, España",53.000€ - 99.000€ brutos anuales,3-5 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En DataDefense Inc, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, ISO 27001, Gestión de riesgos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00036,Data Security & Privacy,
Security Auditor,DataDefense Inc,"Barcelona, España",34.000€ - 87.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa","Grado en Informática, Derecho, Ciberseguridad o similar",,"En DataDefense Inc, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, ISO 27001, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00037,Data Security & Privacy,
GDPR Specialist,PrivacyGuard Labs,"Barcelona, España",37.000€ - 75.000€ brutos anuales,1-2 años,"Temporal, media jornada","Grado en Informática, Derecho, Ciberseguridad o similar",,"En PrivacyGuard Labs, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Sistemas de seguridad, Conocimiento de GDPR, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00038,Data Security & Privacy,
Information Security Consultant,DataDefense Inc,"Sevilla, España",43.000€ - 96.000€ brutos anuales,3-5 años,"Indefinido, jornada completa","Grado en Informática, Derecho, Ciberseguridad o similar",,"En DataDefense Inc, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Trabajo en equipo, Auditoría de datos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00039,Data Security & Privacy,
Chief Information Security Officer,CyberSecure Tech,"Valencia, España",40.000€ - 98.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa",Máster en Protección de Datos o Seguridad de la Información,,"En CyberSecure Tech, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, ISO 27001, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00040,Data Security & Privacy,
Cybersecurity & Compliance Analyst,SecureFlow Corp,"Bilbao, España",32.000€ - 90.000€ brutos anuales,1-2 años,"Indefinido, jornada completa",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Comunicación efectiva, Trabajo en equipo, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00041,Data Security & Privacy,
Data Protection Officer,SecureFlow Corp,"Barcelona, España",41.000€ - 73.000€ brutos anuales,Sin experiencia,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a Data Protection Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Trabajo en equipo, Gestión de riesgos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00042,Data Security & Privacy,
GDPR Specialist,SecureFlow Corp,"Sevilla, España",41.000€ - 66.000€ brutos anuales,1-2 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Comunicación efectiva, Auditoría de datos, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00043,Data Security & Privacy,
Information Security Consultant,Shield Analytics,"Barcelona, España",38.000€ - 89.000€ brutos anuales,3-5 años,"Proyecto, freelance","Grado en Informática, Derecho, Ciberseguridad o similar",,"En Shield Analytics, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Gestión de riesgos, Trabajo en equipo, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00044,Data Security & Privacy,
Security Risk Management Expert,DataDefense Inc,"Sevilla, España",47.000€ - 94.000€ brutos anuales,Sin experiencia,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En DataDefense Inc, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Conocimiento de GDPR, Comunicación efectiva, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00045,Data Security & Privacy,
Security Auditor,PrivacyGuard Labs,"Barcelona, España",37.000€ - 76.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Protección de Datos o Seguridad de la Información,,"En PrivacyGuard Labs, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Sistemas de seguridad, Trabajo en equipo, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00046,Data Security & Privacy,
GDPR Specialist,SecureFlow Corp,"Sevilla, España",33.000€ - 82.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, Sistemas de seguridad, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00047,Data Security & Privacy,
